Index,Customer Id,First Name,Last Name,City,Country,Phone 1,Phone 2,Email,Subscription Date,Website
30,WrLLVgnWDUCbWceYs/21Y07UpBs2qDM6eutFj55I4vJXWpKO9jG42HpVhg==,8Z9jp/w8PDg/pAIyo66UgjCHxqMUKNOjFiscJrF/Pdc=,Ji5xcm3l6yXYC1z8tFduTV7wyw0PjDbhh/Hw7jJZubuA1T0P,Beip0btDqRXJONAqQLi+0auqMVCx/z056HMOlFseco4HNVhWXMdZcw==,Tanzania,MAzo21kCl1MjkQ2itXudo5HcQfVB1Oov3I2INJfxnQHiHes0ktERMAe4qnt6MW4=,eyg268FX5NVkT2JYsYpQVzXARxBMg6mh0ED6gxJKxy2rqJwp5LG/KA==,CwYpqUbsWyfaBe57r1/4mrsmnKGzU0rlzI/aZymGeTlk5VjLmnx8+oR60sPz,2020-04-26,0XcWkdCHZq6j+81SoahAz/+pdje4R+RFHK5eeILj+HwU5fKC4zU/X936+pQVT0WKgmI=
31,+awXdun5MHd9EtHH63VTQeXW3eeCUn6FFCkWJAvwC1BJ1KNRM6fcRETxSw==,1Z0XPEKzEuNLOWsg571+wd0ooLt3XC/ZjarKURLnHUU=,JCiYTk1r15gEHpAjtuiYo5dmbNqHUOvIDTq+4qtCtpU=,Wt9nN812yClpmvyGI1NHfldDn5gL3YyFuFGuwNeHD8vbGgoDq/VF,Zimbabwe,R9Q/HQi20P1Pv1yCVE/rHY9EQmnPjBPifw2gQP5fMWOjZaAjDu1wVonFJcSvqw==,UM+6gIwKj74jRN5w5cpPeU+s23No9G7RpKlJTJmvSx2eQuD9F9P3+HdhaXG3,KcJi4ttwLjXoLQxAv508MI6JftD4EF7RqiQPif4+Z9IlRFR7GN/HhSgibv7JbxuFeaXS9yr/,2021-09-15,Jh7/69gbcA5aGLSppKYu0pp/KcF0RvS9Va0j1zLOU8EbHmSv71FcROlr8aXXlT2Ez4xb0FRVf2QQMw==
32,potFH4Ak9QTKBWS/FcenAWd9cO9yFB9F74KxXVA0WzN7QfTkIK+Oh4IjEQ==,Z9J9mpLv8CEYr3tTWAObK576enDdh+UrtcQcZ7taPA==,yXYbUQ3IwT0wr12nlnuUviQ1xSYiG5sj6RBPmS4v/hlddhOw,ToU1xBG4lTdAhL14DzuoxktyUsa7h148PO+2AwMTqpiG8fazjj54RjZROhcN,Denmark,cVzh0FhafiHw5PvOoay+hod2wuX3+a8N80Ops0PeMmoA6sas83WX2Q==,6vNkvQzAqho1MAV/Y1FqT+ESNwDT9O+A5VP7ouMUnt2hhpgBEdqxo4k=,6pSGIaJXV4dmvvP71Davn+MjlgS/507l2RKYAKG4NUmvw/ftDqim96xFfSo0tIu0,2022-01-13,WcI6pxt3XTiHiClBWOzamaNwNUmeaV7xcI3Xc2Ck+jklT36e+vWQT2KRKSP4QMQEdKG9iZ6zJVpV
33,ODt6c0YgdW481KhpL72hA3cWtmLxzjUIdC/qnjPUxufzI43JwXiYOsc45Q==,sPYzTVbsX1eGRuDv+3Kewt29ttI0AQtKeEmyOUDk+zcduDg=,5grSu4RvAM5JZd3eNItLgYhtA2sRSRWd0h3YXEtu0p6U,nTuuavxgwOXetiHxxm7LVCyOJbzgQkGSrQAvHqtKzdKs9FsUfM9lXXo=,Liechtenstein,jJr2rG+ITN8uV87YU6dn3yG3vF5oxRInjnl/9N7ld7GFljFkGqg=,9hGMrlA8L572aOBFPLv6TIa4QdWtYt4wTQzBmo0NBn0upt8GkrNCPM1tqCzQXg==,L4I+td0ODLUGAbh/mVvZnWz7M8y9KbEqZ5knpQjpPQWLORtbwZlbNTSZDcDSMFdo+68=,2021-04-24,yDydTHUuQ4TNTw+2jdX6F2/Rg7q5gCKdSaSSYFUndZcafluIAoEFJLzyRGZC5MYetUrSlz7u
34,eq7orQTbilg9BaKVs7+HS/3krA9WE8psD0EoQcvpotRVMC6Suk/7BLV7rw==,qyF2UDO9W1Rs3i8sHd8CaQwJgC5oayU/0DauwDVD/32Hn48=,nTGKcMnOv/AONVGvGyk4TC8Q+lcRE4u6pCOD4rVixb7kdiU=,M7CjvmqL6KHxb2GbMjU4cWjZ/iI11tzjaufchLNPW69YcJYiXSBn,United States of America,DBUvqYlQupNx5oB1Omwq0YWvH1ExzZvSH92do86DlUsQDbaLueE=,7Edrfe2C4sAo6R8PHk1zTARRKxmTqhvZYDodinbtY9p6mXjjJBBDuIbFr7B9uw==,d8CAXzWxwrfGzC5D1LYMwkp+gJ6fJVWuIOXR70t3glPBokGLAumVsqJGGR4voRWB,2021-09-21,hNC7+jH/zLZDsjmWHEaQptt6yUutt6CRGwu4nUtSOX10o9vj/vC4/N3tD+Q=
35,FdQebuCQBV4FzCPfGx8EowApkTlYjB3fjhhlzIGGhRQ8v7nYkEmr8h8FjQ==,yxDAlV4RXky9j3q22KtC7SvCtXLxEgoL/jYwaOnGCvit,sbdY5R9IVMAcVKryddf3+lmiuWrbVAiXCnHxPPyc84s=,ZM8arfz7yLY3bFZGL9jMGJqk+rJxqr/tJbUbYSIVMulLKu+DVdJdcoK+wcE=,Bahamas,iwLlCBGdtGd21u0JX/KeVq3aYQninxKf38ygaqsPoXHzR8BjPyDto2W7RZdMxIno,tGWW+gislFaZXuza4eB36iXUbbmIbBbWriUNQXRcc9eAhyR/Rp/EtN/6/w==,7Yn3BovPtvQk2hWE0N2h1bc/2AO6YAsFPmz7Zfed7BjqacqFV2Vmj2llc6Ke3ZoSftFuDRVO4M1TBA==,2021-11-03,bb7zmCjy64cM5b2mVfVWut4jDLgfOQPywXra2btY2mv8gN/qDxz6/GUTU+rtD/QnUtwRGxOvgOuU
36,/QvIOa2G2lweIlsYneCPDlOdfuFF22OKo/yoBJAk+zn9cIep2202VudsYA==,k6qSw28EMcbQPNURbiiZqSR7Fhjkc7+d1MXukocgDY5CBQ==,1KzSEwqUxh+cyZNrxItZPZoDLu+0/R+Y2sxM85J6lPK4,9RnKSAgfGBihSDeZ4OjaOci34TPINwBrMDlRgNHOwugI6BreuoeM,Belize,5aEQnuair1F0GPiCjeWB8TNRY3KCjpddgz+UT02ANZlzxCwRJHzzUPiDSpHURYhsTw==,7vLJYdbY7Orcgqi0JIRrJCE7E+5XoLdEC3DADw9tEk136OSby2Crcos=,a76nL7VKZXYoxyxfdd7RtZ93DLt+eMBpA2yLub3zpYBtx7HdsY6rC1oaK8W8Auq4W91mXA==,2022-01-04,VZ9NN+txPpwfeNL2nl+Ku1Gu44mjPN6NxE9yyI90aV4M04OBLWPiMDVqvit+OXBdXTV8
37,B+R0ouOpaGcr8Bm0ntFNRMmFdIC4x/fWMRljSl32Qz0+6ZJC+QTZ2RjdTA==,my4GhP0P945lttWlWzCUvfSCw1p8PuCNFA6AJMWwDj2Krg/1,J2lYc/6VsjIWs42Ag6dIMigo6nCRAVYDRL7LHtJ/eEY=,inHnJB9klYf692vUsPAeNkoYL5Z4NoCw4rf6gsy7CRxPid4iyFL7+g==,Uruguay,kDqdfUCO1FdDSuvjEbmYx6cLwtRE5MyXOO5rx6edljDZx0TqNajg514=,77ALKqsVOfb+tjoZmZ/x05Zrx5qAP1DpPWnRybuA3N2tTg4KU1bd4Q==,k3i+eW1utHWn/XW5e2LRVLorjHO0FyMFIVKvnfvD22EGGyIT/p+nOncogBkL,2021-08-10,Fg+rYj/MOOJq4YnhfDrWMfhL4urlMg3IUz6leX//DFDPVJsEAH2Yd+YdrMgz9rbqUNhXwJNk9NEsLtAEEg==
38,kgoNhkUDc9/fv2SPmLnF+tHJuPVzUUEV0EUOBqpdpEGq0h9cBjzMf+9l3Q==,5BTcUgJZw+uUK3isYIsQdoTkbKfwdpgl0+5cBAdEV3Fp6Q==,IYUZ2klPwxKDsIRdYjdls6yb++0s05gJ9zqY+DGtWQ==,9gra8e29S7lKnn6EyYT5BOqxY/s6B2YWKj9YixnI/Q8WL+JIzyEtKw==,Solomon Islands,OAtN/vc5SnaRqKapyNxLPRBWcZel7wBy6ZafC4DZfgFxgl8oXIQ=,N0o+PdGg/4Oy4uzfAzkgRIOwbgEF+RepTRkEEjf5SgVps34vXvU=,zoW9DyXthObc99xNlIb9h6Bp9REVnvVM6RUavmxrXpjdX/xxQiTgCjtiz9YtM33NEzFLfK7GNSk1ReMVCXA=,2021-02-24,FJPKfVMjvKu0Ibse9z1AxyyPfg2yRWqkeWHtcvBDdzx33/hi4dB1XEodbfl4Xgk=
39,Znyep3FgD2tjYkRe0jzBBWtNS1jL0qhW22F/9UyRa0Xs4htoIDlYbXVewQ==,e33kfDZD+EDjhsvo7bo7cFBtxXzrCT5bg+zBGiKNVnfy,yUoIwjX214n7H0rGQ6Pl9pMYGkdV4Qk5N8XCmi81EdojZfI=,uNIwOo0GnQjleAjDXw+53qc+oSawwAt6yccDMmITodFlFg25eA==,Montenegro,dONWyQFyU4usN1RjywkIr4NPK9Pk+d4QrmDDnLrhs6E4aHIcWsKL0g==,9W35hXtRxKuim46RFAUYu8jaRgqLPN9Rvf9T4ICfTjJDF12phGRoMAPgkvRmeyosXw==,Rs08ZdhvTEntXoYkI2nvZjnl+A7el3hd84baoqGKJvlCP/G+L+xAFO9ZmwXJ62Se,2021-10-22,3JdjtII287ZLmnXG9e7HXpHIDAdHfgZux5D36RMSzgpG6Xb2ibCstCl9YlWdavrmcTA=
40,5VEGRUK7tfL0Gq4YKj6pYTMaFLgMpY+z+Dme2gEpzgNoF97yZ0/9P+YAcA==,tK4JybR2KnlOaNyCx5C4ElyWDFtzzoOZbe8zZDsO1Fn3cg==,366vpQA7Z3xucIRXoxXM2CHF1P/wTowFPkwZfzZzzalJ,BphrzQUBvpalxQ+lNwFY0xFwq+TfIOk6+nytPwzD0A/8izXY9A==,Poland,RtaDhQvbtcRyZ/X8Z5rdFSSgUO5dYhlHSdOmLMlgzHfaaWU2Zhg+mw4DmJtypHrl,VtWUa+nN6hmelB+W81ifZUE9jFMwoxMaLEPmuGNO5lgVTiAmD/IPl08MLs33Xw==,niO8HVk+RjJqRyOHRSEtWM/E6J3Yva1lPAfiirUg0bIABz/9Ar393CiKiCQ=,2021-11-01,dyknH8oTK2sijFMsVs9gfZuLaMW/bxSc+p+rdegdkT4oupX5ttGuz6N82yK5aA==
41,MK7YsIcIGh+MoIzAE+iyDQT/gFd/Y+QWpXyOyZnCitPt7GudWs84nLT1cA==,ti8/ORIqdOQhL3pihlqH8DlFM3bGTLiIsDp/WMvF4Ks5fQo=,mld/L7ZLX3Y3TvZgdUjJ5cQL8VDG0zAMXWZxJZPkoV7DAw==,1QPq0fZZ5OwXYGZ03KqfuU/lmc/ErjyD6t1p5ajqCePfwfNV3pdg,Dominican Republic,A/wxFXyLKb1JkAtx46h+xx32yBiZ8SPaGsS3RgOw3ovPYsWlnwcNLA==,2GU2aHbtwkqo46uwuI19RVuJn9JFvXTP3phvwZ0U4Cd1ImsKcykRjg==,00id3zNEsXhMdMWwAR8TckrvbM+dCvQJHLIz4XXhK7BP9jQ0m/um7kdW17yr76hRX28Nq9yoZyDbChUU,2020-10-10,i1e99EjkpMU0hxjPxBfRkv1f/6jwtbxGScGDVxJCpJJsETJ6+rI4OvFXwoLwSP1HxFQ=
42,tAekxnSf6dOPf+S7fiIy33Tcwb6hitIzRjX1i6kn5cU1CmIH9pbibZgIhw==,q43RzQC1iPSE8EudJPU15CmNugP5QmcgGBz7VX2emzbK,MW9rAMmrClx1vv9n/RYH0UbEHqlQz6aXt+2oSjGbG6U=,/zDr36MtUw/w3FXr5AP5jbwIcllmEgDoxuARmJJwBrPAxjIAeFpb3yM=,Burkina Faso,/BgphVdxVQ85aFbcJjyid0drmRJ30v7zN3HWsLKivpKLTaSBCchWBnfFloQ=,n9i63Lni0BecwTIlRF6sJbRTxXIVSmtmy4S9FeDNXp/s7VpHERnlAbFA3wTK4Q==,RxrF6YCwMtoEUU36qdHhGjaVTUD7LfTmaQrM9qfdbRVcy6PPe7Z3yjXcsRnfRgUN3bkWd/E=,2021-09-08,W2xWYs1ETwj8AY/bTyDhB+R1YF4182TbCNffbZl58bGclGTE0Fb4zanTaXMOc3Yldxc=
43,oNqn+Sk37m3wHak09PkVUCNvD5YhAtEtdSQ7B9QGzefuXpDZcvrsGwHikQ==,yODbh2hpG4VrsM4WrMrBGtfHz+ddTzdMNwkcn3UP+tSh,vndH/EL2tzkuo819ZCJSOpVrxBUekSUxJQVneYeov/efOJc=,gvI4oYGvHVRg/eE3ARi/gM7qT7MMs7mEev9jgDH6VSpFDhSSoR0QxbzeRBMXQWc=,Bolivia,vulj6yyzwzNKaPJd6+hdIOaZCRC8FO0AnJBlNkgvm3WnIv8ORL38R2/ZhxcWRw==,kGfQ95EnFB8AkLTmFmkQVP+6yiw8f0nIpcnOjKjK3ZMoLQL1FW5h4A9wVnjULQ==,Sx7lkPoYtmQeMZFgfK61+1zovfkqD7qejYbgUr6r06PtJuzRkwQWxMN38MP6LvLR3xuepwc=,2020-12-13,cHIIHP1nvHp+0IKEu8NB3pvanAy4sIvu2XJe2B0IIzwvjTPSg2LpNCNm1o459vwBbod2Zv0VCceo
44,Iv1cU2V5WrKPKqk3xoGxe6c2IxbFiAsY8Rugd1LMsu8q7lXFnFLNcq3Cog==,z/FVidNejw0IZfhTiCIMdmtXluKCZvB/7rluNhwivRA=,0Z6RJb6OyJ+jMNzEvNW9NPsWxBpwiIVVGBnw+1wvgcZ1,iuYlr9idoLRLVH1SJf+zYBRlSHeW0R2NZiyHzZ49No0UBOQEcIQ=,Bulgaria,XHb7ynJ8vLJv1eRDFO5+cj5mgv+Bihuh5LgOjQP8VeRvdc7JMv41PQ8qxqILuYbq,lMFZxDr+5nbOfhlwCbjSBDWU2Y3zWwEqypqZsnEHoYAtNzvRgy7h03hxhth+,VbuQiKRnQBENPcQ6W2/kGpz/t0R8UJcXCb1M3E+d8rRr9gT+WG7Twic/Omnp6qZ6siPJK9GbZ/waiA==,2022-05-15,5Nvq8aC+sqrL50x4UDQlkVKuptyZrk4Awntk7cB2z0xdiy7q9ghWRbUNlInmecF1V/UdIIPFDkAz
45,tbLM3Pz5BWAwdMso+JL/wna8Ra8GLeSy0p8l/8kele0fxTLWOXvsIctOwg==,Fv240/BJgm+35fml5AKrFnwYJCoZhMqPh7lheD0nEpF8HA==,yiw0i8kdU5Fd14fEyWEdF39NEGaq1Fekj92EK2Gxfiez,4j+oQhhj/L3FwZuFyG5e2KrpoYG8faeiWpQkxQaauS0JS11R754FC/4CWQ==,Monaco,uMQGy1M08cvPfLatLlbRcfK4AJA+kvqd/tO/touGVzcp3KtOPGz1yC0=,nNTfUYYS/v50qsiwJNcY2yKveolEs/7wtn27MUe2QHBfSuHFDvWWuEB+2TUzJj6g,zU5o88uorJKuIKVQ+QJC59WuF9N6gsn7NVz6cWMeaynjaAG2sl7q5NtFNSPxskApZQYZXQ==,2021-12-06,j7A0wMxuok+t2AbyoumQV7fYCQDPDASpnG75aOAdF+AWV0zUDvUpilH+Mp/t59OX
46,IIn93qkOYG1mlscPgGJQVZaMyyvvHrTPjtbHFRCEaVF14ztaNHYU4hje3w==,0ebSa5oKb8E3OUDNcCIHwhUUvGMe1NIV7l6fH8zNVaNrwA==,i9aFm6HPXmQN+5XW6CqFyH8LZCNQZUtfJlNadafHCFmFBQ==,wiRNwuKLQC5BDeNTfUucLeh9JjNjd499TAk6HoRpReNkSH0OBSWqDIk=,Palau,dh4jmd++OLbLzXIg7TygAeK8xqoZ2yE7L0k6SB/KWVBuo8VuNb6REpE=,8pHRMLhQwXjSUCk8BfWJzN/3cDisxB9hi239Lc2Nc/Qsi15FT/PZPZgewvQspg==,ktavA0yUntZ5l2dYcCuBVIUpliAVBbQl3Slxa1hf9v0Wsp9TH+tXso1w2WzP,2020-07-01,bKiqwYVwjb1lbPcqVMwFcqwPxNTe2SqFmot8fwI7m38UOJOsKweQEG1bNF8E
47,XTAj2xT+I4s2BYo27z6iRK4nLAe52bsDQCS6HdUEIby6DrgEj/4b/6aYAg==,zmFCDtCRUepW1P/NB7rxFU1hIEaPPeR0LrdMN/uJO4a9VaUn,7DtALI9IRrVPjmhbJjMAOz53zIYAXz86Q04zgWnQ3ZVGcQ==,Qqtyo6tMTK9AFBPwX9po4agsNOuKAk3NTa116SmQjCyRXfmKgUg5tZs=,Uzbekistan,HPlygsf3gSsorXRljpJ4ikkYswNqIOxcaCl2OiixA8Mtr1ESoaYt0cJxoyE=,bUbCqmmFm4LyXy9h3nNnum9NXntbt2wZfGFD/T7+F50kxePwBx/grwM=,aKXX79nwkfXLcqkdRLk2SP3/KeYG2lJHiIX+qCwalB9DhgFS6N+9L1clNe2u2ziR,2020-04-23,WFGFAfqnnxf/V8Hi2AhEzUHv7cbKtYoEjBDfq6NOefUiy3pm/FEo7IfNsd/OOQnjc3hSmLo=
48,beeF27twLn/PFQLDZ8+wtVZiRJpe1vaSCrdadsAT5whkKtKw0LntCrP0XQ==,aFm/oJW0sIuLatgh3RRSwtI3vc0GWdEjkdAwrSCMg7e+CA==,uNU7c8ialC14WaTKVp4G6vaL28XdaN06bjdneG/zjrVa0g==,R8twfOJ8wzJLuRwrsx9XRFDVdT6v3S7XXxz2153R2pWMVym4m78h3Uph,Ghana,POrVO8KZprbStZu7tgl92jf6FiKJBqFMZlcG1kVdm3yl4Ocl4Z27vA==,fvc3cZPLhfdPpZW5VDuGsFGvqJNbXjVKGGCXuTug/mUCVOZtgkaOfMrhF5148PqbQA==,kQh1tkJCi6i76hiIGzO2UxXsV5GJFNNmCDcBwc/ZI0tB5FZnRVZdgnoQj9Y/fwomzyljMv7D+1+O,2022-03-11,Ur8Icl/IsgfzHMJMMzhPtQxddXzUHsl5KiCmdxyORqZg/VeSkmERSmPBgVLYpRxAcFaZVyY=
49,e2uWCBdaxypfcfNef/zAsdbWU4dpQi1HNBzsNPVXRpRwSaCk01T+axzwkw==,BlcaE8xwzB9z7zyNdql69bCAAR3PHeMR7AcD4Dc1CORI,L+HXIHC6czF9dUMgGOWtI6brOS0QCADSMW396TKX729B,AQLgsFACsX6v+8fr/H+tAkL4SxnHQaTwsxPx6mLZMmi/tTvBCSHc0QzAoLb7,United Arab Emirates,shd0qmx9n5CUdcycwygcxVb5dNd7I/R+6GXaSrl5cM6gfXqbi6dg5I4Oh4c=,AYNhzh2G37uqhBx/VEwIHVKMbUvPPr3z9l5H9JcWoCkeqa903pR/BjYm2Reebuh6,U2RmXwWq4ayZdBQ6sCp9AfdACFLa493vYqOHJM0FtrZlMw9klBfwIUF42hko+728H7iBNUXLLME=,2022-03-10,WO/Lebvs1VIaeoVxwqwJNbwzpsAI/MCNKqJa2PEW9Yk0na3x9Kig7/xDYYIWwb5YqBBobTCM
50,0iMkOZr6F88v1F9AFU/+oKcEva+fhuUNjZEi9/VohY+Lkyx3S7wLf+ka1w==,jHV2fOdtRDarVTtpFFCKydwzebfXKsuFiknOvgvk0dGiwg==,ZebjYNarnpICxylrOVBa2+KPuPzfunOwjA5qBn/yC8AMug==,1dla71H1hCOJs9pZN9AIsntWWuBUpRQNpN3E3sOi+tSZevKfpHcDeg8tJA==,Belarus,WKHgga7wR0VAQCO9CKL9VsxiT4psyARr14io9WxQXEClnOSeUEr9o9q20P0P/zQ=,KFmx0JWGAjquMXTdPVoLR5h+d/I9fvldBlN/oW6cPnutuAjkr3aD8XBg0ljEpQ==,cd1I4bc40pHNzqEb7SKSe/O+ZgnAlqtwDrKcdRoMCgFj9oV4ewmI0tzBf/duLY4a,2021-12-02,xlw4DgszIB0bOvFnl7xeVDehUB+0QDcc/dXPzUiFUGJEwZ6wmWDaDLwI3cKlPhgKCEbM
51,5dCwW7FNlK6NxKz9fMHocrYCfC9ZniDUs6C4NKr0uK4ZbkTV3Mu3X6sEFA==,7wpUV4V9sFz4rn0vgCgI13qIOiMayhB406BU0fjevbgWDA==,U3vlU9fjfFPI/QZak5FSsKwbj/Q8orJL1b+flCwIxdz6Mag=,kZ7BTFCrP/vRR15iq+RQQHysiyD6QKy4PvWvInzz87Ap/YZrcQMCN86U,Canada,M0KR+0e/alMJ3YFzwe+eGHnGBqGWOMKdZ0a/aXsRaTtuFNttRNRcUglD1w1oRh0H7w==,ea3+XnM2Ui6/aC1wvIVav3sMZvf9wLtor2O1BLU0f5Xidu+6utjS+ks=,E0u9OkMDz9nguh9f1YflNzbsRaIitcR4cVOt7TlXK+3wssQeVGN4WwCstndPqg4mpY9DOw==,2021-03-19,PZzBNYEU1oYbKm2ASmF5bkIc9+IX5fKD4dWGKPE9TaDSQPYngdfHoayhdUTj0OaBv1Nw
52,9FC7G/VdTVHqNTAdo96hcmkJrp2kWmruJmq0ZKpIXznTFAGv/QkNPz7Liw==,9dwIGwWPjmyWoTzqkhKQX2a+Klw/i4/+BPjwjhBlu2rlJQ==,gsLnGlY4kIlbvSksRdJVoVqNhI9fGG30rZy0WQsv0p9LzOBL,YQo1zhdJ6B/AxDcMbljhqDH0t68t0naVVQEkcBkw3qfAvj/9klmir5k=,Algeria,tshMc6dtdKcfJ6b8JXtsO2Cq/OmQI5Qmfu1VZF6/xkJjCq5iiFu40g==,4x8ZwMbo9eP2QUVR4ajONQCDRIQ8ZXiD+iDiaKytDHbOYUREUauqcJVPbO8W,PygVQdP9uUhsi88rR8J23WEqp/Lqjlgq+eTOLQSfKIjouTTIDLMziUMetiv5gBOY+FwgMPaV,2021-03-27,j2JTpyD8MYpKzvU2j7iWSI2i/FZTsM6p8Gh7H/S+0PN4rVRr/iw2lHt1PnmMQxpqEQ==
53,uGEIkmEz+gn6bE20UHLHalQlAt/Sk31zIfDrcgJrTWcHsN5O9xNKuPvqLg==,IV0UvsaL0A1NOH4vG//VNH6BmH7WRMVPSNIw7BGfma8Zjrfx,6YS0gwAIKatGqEuEbgFx9+YHSDQtXmWzuRLRUiHL0MGy5jA=,N8QexY8lzODoy43EYxO1bV6KllriycQqNVkfK/3DK5fhTwnmuQ==,Swaziland,n7g+BJFQirk8SJG3wrkKA9L1OsexnTB4ZdtmXbHtL4c+hhCPFr3QD56Aq4hF0Q==,fK5//MDYIw+F6WKxy4nQcLnecaSITHvyQwv56f/PAplT85MCfDhrzao=,TKDuaQ4RB8Njo8bwNhwNAsNA6anOS4oz9zl5qCJPnoYM1SYovfnFZMz+BKcLQSWS8UL6,2021-03-08,2yDhPOmn1QjSHW+2uklzf2LKmZEKR2gFvfafry+sgB7XjjWKgSfb/CnHxrzqQw==
54,7DUw06GnHq8JrTZ9UKzhJ2MuUE3zNemP3/VaclvMke8M3wW3sKBiMa8JCQ==,rdvkiJ9PQNPZ86EbGCEsKR2bF6GQlWS7G6aWiPRuLFjh2w==,4o06Bi0jH0KBeqbtiwatnssAQQAqK81oheMMGgs3DSb+kYM=,4USM9NAK/RtE7N26FnQOhMPtuf/5uWCqq9VZTpsPov99mc/ytH09,Madagascar,HUvZOg3H+ykHFdR/BfJbJa7Mf2igGYnhKsrEuPSvVReRwWzBOW42OefMww5KOJ0uu9E=,H0M7HYIo9EI9ZaQrsk9kY4EvYIN6rYQ04eG0nviOSyEz7cUMNlO67yb32bXa+Ep4XA==,CFqmjkT6M89sNzJQR57UWWmUf+eTIMdaJVov06KLIqkiA1Q7GZm7LatkK0cA/VS/kx+hJ7A=,2020-10-15,w0L8/xzZJbVrWctKLzn3xklsEZtffbmZgweScc8cIsTQNnNVc16otZ0lXQk=
55,hTg0a8hUmtdUs46CxquUKtvUbzveBJEmjDVT3YNA2DGpYB2A0mIEbitUFQ==,kKexHIjq5Le8QEbBmHXiKv6sp8gHYyRUtbHnIt+LUNJ+,XOHurHF1MT24xgOjGtT1GXgDpGdLIDooeNPZFjzodB0=,vl+ukAc53tAkZBhPa1HAOgAzIXh3fORDRodOB8u3PQ+QZexToA==,Ecuador,IC4bmQoE1xoIxtOhKz+2omNT0l/5vaHZqZqYnq7bKtuy3AEPj1CiCA==,Q+LngqqkiUxs8hm+oVar0V+tdpduzssjdUowbxf03uxWI/ZN+nXC8CTHGdVoWtZ5,CXdnFDEkAUIjkwtpcDUbNYtyRNQBzCS5lwuegsHunc8Lhi9LzbkROT7JNTyuW5DxYVFDPN9sUQ==,2022-01-13,vKtkAiOQbCSFD3w0HyUuZxxJd+9Gi+RdiVg8cNTgCdWBSxa+CI4LVtSBhdzWZ+TZKA==
56,lIX+jM5jMLoLdX00aJuKeA0siUjpJKA22Cwv7AoNBh544M0nIpd0FAS1sg==,U9mGGvhbNwpKS/wOfo1eSxVqLT2dFKednrEMQmKlDLBY,/3NQ+04oOk8encyJQUViw7vLzpocXG8Ar0fegncbThE=,D26zc4oJJ10Osmlpkk3rmViyt4vVB2NtMWWeBGjyDwV53B7yO7YxI937mSa2,Palestinian Territory,pU5+Fs4UckfTouux5IF+Qo5LIMuGAlqvXqFYWfkjQkA9oO2ngns=,28WMCgCpC5TRRLFktcMtIB7vFZedmnpvC1fJaqIQqPmPUyc4JoFE6f93Vr35HdYR,9uHy1YtLMtmqMYPtRy9TUhXigwnh/pj0xG0cA15D1BEH2c6gDaNTZmfXy6zK5bEFkGJBo6U=,2020-05-25,FyICoLtI1+MEHEsLC5npOotb9xw0simEx+jlO4vyCxcncHoG9DvCtbpOCA==
57,lQMDOsZlx9NbZQCt+yRvUdfKee5qxac+GAsy5u+lrqatDaFgp08tKXC0cA==,bEnvR4U52ZwFvuicNWZsWZYAY6yTFoF351BNePlzkJngXfw=,0kL6uC0poIHTn09QD2M5V4zetzgwxIyxEY0iVGN+Nx9FcqpbmA==,ENv3ma6fAJpbmg2OTMrVTOd0O5gos9wEFQuVK8I/rm7/cE3HIrfMSQ==,Saint Barthelemy,CbmTUG2J1QXDkbbSneprX0jm8I+ZBINkkDUysFHdGAUX8cfV+i0=,Vbt0zcGqWdtdEAZgbfU1uZbA3eX9a0WDAKxwuP3nzKJQPIHBp0wN5aAOYdBnH087,rvlqi3t5OCaBoHoiNB9m6B8pFdA8mPt55FMsesmkWc0qItsmt1MQfNNo0ukWQ5tqwyu3,2021-01-25,j0Rk0UZW1x5TZNo2HXtAlVORMSp6FQ3s0fFDnVMXtVbDZmfFcRBgeATyIUSd2n2oHHxe
58,u04OuA+EblydtkAs87EDf+czRhjatLWO7F+I/GveTI1hstjRAQ9K3JzC6w==,4nZnZKP6YV6PqeyKJS6r+vpfswuwYi9ZqNn4H3y29PPg,8bBD1iRqTQc7oQFGKPSgMuNiRrH6rH1vwKYttBlz3qaAt0I=,XoUNBiGZ0pU30SauRMGIGxxrZkKhMHYFQ5DH9aade0/ahR3sLy42Gb8t,United Arab Emirates,b9iymJLsUxg9x1ZPb++Zac3wbMybWl6Gn+qVqEG8nKeBwLTgk9xkyQ+WKAAt3w==,tMKnfh6d7krUSEc8TPeI/o847xCC0ScUmasPvP+EaI9JxpGUUD9z+YWrGCQ=,xkWEC3odPunlG+HlH1RvFxcEhXfBY9uSmiq1XNdCx2npopCT37jzGyebmVBlJ/3QfD4x+ibo6wc=,2021-03-17,dCioZwUEANljjeo/9mq6OWi320OWkqm6XISJKS5yZKIDKsNd/vMtd70b9ASyvEpsOX8NObJtpquiyQ==
